row,narrative,label
5445,"Loancare failed to pay my property taxes as promised by their representatives. Now, I am charged with delinquent fees and the original property taxes. The representatives promised that Loancare will assist me with paying all of the property taxes, secured and supplemental taxes. The representatives promised that Loancare will use my escrow account to pay the taxes as long as I submitted the tax bills using their online portal before the due date. Loancare committed to pay all delinquent fees if they do not pay the tax bills on time. 

I sent in my tax bills using their online portal on XX/XX/2023. The due date was XX/XX/2023. I even received a confirmation email confirming they have received my tax bills. I did everything the representatives told me to do. 

On XX/XX/2023, I saw that my tax bills were not paid and I was charged delinquent fees. I spent over 42 minutes on the phone with Loancare. I was bounced around between at least 3 representatives before the last one finally made an escalation ticket. All of them repeatedly denied the commitments to pay for all submitted taxes and delinquent fees. 

I have till XX/XX/2023 to submit the supplemental taxes and delinquent fees Loancare failed to pay for me. I am requesting assistance from CFPB to enforce the commitments made by Loancare. 

They violated their financial commitments to me.",
5448,"I tried to open an account at a local bank and 3 days later they told me they need to close my account. The bank told me it was in there system to call XXXX XXXX XXXX because there was a check fraud placed on my consumer report. I called them and they named a bank that I'm not familiar with. Please help me solve this problem, my identity was stolen before back in 2011. I have a fraud alert on my credit report now.",
5455,"My Buisness Account got suspended 3 months ago for no reason ( "" violating the AUP '' ), freezing a balance of about XXXX. 
They claim it will be hold for 180 days and probably deduct some. 
XXXX from any review I've read on the matter, I have no reason to believe PayPal will ever give me back my funds and or my account, without legal help. 

PayPal never bothered to ever send a notification nor did they provide an explanation of why they did so. I never even had the chance to defend myself or try to prove my innocence. 
Every time I try to confront them they just dodge the case, replying with automated messages and sending me from one agent to the next. 

I've been on PayPal for 10 years, and neither I've ever acted against it's rules nor is my buisness Illigal",
5460,"On XX/XX/2022, XXXX XXXX XXXX XXXX XXXX initiated an unauthorized wire transfer of 401 ( k ) funds to JP Morgan Chase. The funds were sent to an incorrect and unauthorized account and now JP Morgan Chase claims that they can not find the wire. 
Both companies are aware of the situation and both companies claim that the other company is at fault. All while the customer ( me ) is trying to track down retirement funds, to no avail. 

XXXX XXXX XXXX XXXX XXXX has offered friendly and helpful customer service, but can not do anything for me such as recall the wire. JP Morgan Chase has presented itself with terrible customer service. Every time I call, I have to restate the story from the beginning and I get transferred to multiple people who have no answers. When sending secure messages via the Chase website, I receive canned responses which offer no resolution. I have sent multiple messages, and even waited for more than 7 weeks for a response.

Furthermore, this unauthorized wire transfer of 401 ( k ) funds has tax implications that I will have to bear unfairly. 

Thank you for reading my complaint. I hope this will resolve the issue.",
5463,"I am filing a formal complaint against Cash App ( Block , Inc. ) for inadequate customer service and unfair practices that violate the Consumer Financial Protection Act ( CFPA ), 12 U.S.C. 5531 ( a ). Specifically, Cash App failed to implement timely and effective measures to prevent and address fraud on their platform, leaving my account vulnerable and unprotected, which constitutes an unfair and deceptive act or practice under the CFPA.

Furthermore, Cash App 's dispute resolution process was both unfair and deceptive. They failed to comply with the error resolution requirements mandated by the Electronic Fund Transfer Act ( EFTA ), 15 U.S.C. 1693f, and its implementing regulation, Regulation E, 12 C.F.R. 1005.11. These laws require financial institutions to investigate and resolve disputes promptly and in good faith, yet Cash App failed to meet these obligations.

These violations have caused significant inconvenience and financial loss. I am seeking appropriate redress for these violations of federal law.",
5469,On XXXX XXXX 2020 I received a refund from XXXX for an item I Purchased with my visa Credit Karma card which i have provided screen shots of The refund was issued was to post in 3 days I called Credit karma to inquire about why the refund has not been posted on the 3rd day Which today is XXXX XXXX 2020 I was told by customer service 2 different things one rep told me funds would not be made available till Monday XXXX XXXX which is unacceptable another told me That she does not see a refund issued on my account I called XXXX for a second time to see if they did issue the refund and i was told by their rep the refund was issued on the XXXX of XXXX I was also told by a representative at credit karma That i made using their visa card to release my personal banking and routing information for a refund which is unheard of for any type of refund They say Credit carma uses XXXX XXXX as their bank I called XXXX XXXX  and was transferred back to credit karma because XXXX wasn't able to access my account even though all transactions regarding my account goes through XXXX for routing purposes thru Credit Karma Credit karma should not be allowed to have access to people 's funds or money if credit karma can't even provide a customer with any kind of account information support or access to the customers actual funds a third party does they are not the bank XXXX is the bank and XXXX XXXX handles their customers not credit Karmas customers.If you have a credit karma account as a customer you have nobody to speak to in customer service who can accurately help you with funds or deposits made in your account This company should be looked in to as a whole as this is not the first issue I have had with them regarding funds in my account And I would caution anyone who reads this to never sign up with credit karma This company is not a safe financial institution to keep any of your funds,
5475,"Regardless of the multiple written requests, the ITEMS listed below are still reporting on my credit report which is a violation of FCRA. The Bureaus failed to comply with Fair Credit Reporting Act, 15 USC sections 1681i within the time declared by law, they failed to properly investigate the matter by using a third party as their verification provider and have continued reporting the unconfirmed & unverified information. Given all my attempts to address it directly with 3 CREDIT BUREAUS, they are willfully negligent and non-complying with federal statutes & I need this matter handled immediately. Please remove the items below in my file : XXXX XXXX XXXX Balance {$3900.00} MB XXXX XXXX XXXX Balance {$0.00} XXXX XXXX XXXX XXXX XXXX {$0.00} XXXX XXXX XXXX XXXXXXXX Balance {$2200.00} XXXX XXXX  XXXX XXXX XX/XX/XXXXXX/XX/year>",
5483,"I have filed disputes with XXXX, XXXX and Equifax back in XX/XX/2020. This is now XXXX and I still have yet to received anything from them. I want to fix my credit report and this is holding me up and I don't understand why they haven't reply to me yet.",
5485,"I signed up for a store card with Lane Bryant. Everything was fine. I pay my statements once I receive them. This current statement has an additional charge of {$2.00}. The new charge is a fee for paper billing. Had this been a practice when I signed up, I would have never signed up for the card. Being charged for billing statements is the most ridiculous thing I had ever heard of. I have no desire to sign up for apps or programs. They are trying to force people to sign up for automatic payments to avoid fees. Unfortunately, I have a balance that I need to pay off before I close this card and stop doing business with them. Consumers need to be protected from this sort of attack.",
5509,"I, XXXX XXXX, as a federally protected consumer and per the Fair Credit Reporting Act ( 15 USC 1681 ) I am now opting out of any and all authorizations that I may have given you written, unwritten, oral, verbal or nonverbal per U.S.C 6802 effective immediately and indefinitely. WELLS FARGO XXXX",
5514,"See Attached. Equifax has violated my rights under the FCRA by willfully being noncompliant to 15 U.S. Code 1681e ( b ) and 15 U.S. Code 1681i ( 5 ) by not following procedures to follow maximum possible accuracy when preparing a consumer report. On the XXXX Account Number XXXX XXXX, you can see there was no adequate investigation performed. In the payment history section from XX/XX/XXXX to XX/XX/XXXX CO for charge off is being reported as a payment each month. This is a charged off account meaning it is closed because the debt was cancelled so how can there be an update to the payment history each month? It says the date of last payment is XX/XX/XXXX but if you look at the payment history it has XX/XX/XXXX marked as XXXX  days late but how can it be XXXX  days late if a payment was made? in XX/XX/XXXX and XX/XX/XXXX they both say XXXX  days late but it's impossible to be XXXX  days late XXXX months in a row. In XXXX XXXX, XXXX, and XXXX all say XXXX  days late but how can it accurately report XXXX  days late XXXX months in a row on my report? It says delinquency first reported is XX/XX/XXXX but how can that be if the first negative remark is XXXX  days late on XX/XX/XXXX? Also how can the date of first delinquency be XX/XX/XXXX if a payment was made that day and also the first delinquency is shown as XX/XX/XXXX? Under 15 U.S. Code 1681 ( a ) ( 1 ) congress made the finding that The banking system is dependent upon fair and accurate credit reporting. Inaccurate credit reports directly impair the efficiency of the banking system, and unfair credit reporting methods undermine the public confidence which is essential to the continued functioning of the banking system. I've pointed out all these inaccuracies after Equifax 's Investigation yet they still reported back the account as updated and verified which goes directly against each law I have mentioned in this complaint.",
5518,"XXXX attempting to collect a debt that is not in my name. The account was transferred over to another member of my family and it is still being reported in my name and they did not also or ode debt validation form. 

XXXX also attempting to collect debt and add on extra {$2500.00} for paperwork processing",
5523,"Have called Navient trying to lower payment from XXXX a month to a lower payment due to illness. Every time we call we get a different story and the final call the rep very rudely said they could not do anything and hung up. This has been going on for over a month. I am the borrowers Mom. I refinanced these loans with Navient XX/XX/17 with my daughters permission. She added me as a co-signer and I have been making the monthly payment for 15 months. They did send me the promissory note I am listed as a co-signer but never sent it to me for an electronic signature thus my daughters signature is the only one listed. I believe they never sent it to me to sign. All we want is the payment reduced temporarily until I am able to return to work after my illness. This is extremely frustrating and stressful. After at least 5 calls with different answers, asked to speak to a manager and they would not and hung up. This is very upsetting and I.m hoping you may be able to help. I as well as my daughter have excellent credit and do not want to jeopardize this by not being able to make the payment. Thank you",
5524,"I leased a vehicle from XXXX XXXX XXXX in XXXX Ohio when I signed the contract the contract said used vehicle not salvaged vehicle which I didnt find out the vehicle was salvaged until I tried getting a extended warranty because I was having trouble with my wiring, my headlights kept burning out because of the heat, the warranty company let me know they couldnt honor me a warranty because I had a salvage vehicle. I then reached out to XXXX XXXX XXXX, letting them know the information that I was just informed about the vehicle they lease me and let them know I would like a replacement vehicle and title I had 3 payments left I believe they said it was nothing they can do for me because I signed a contract as is then I pulled up the contract nothing was right on the contract not the price and it said used vehicle not salvaged I then told them I wanted to cancel my contract because it says if contract is fraudulent I can cancel at anytime which I did at that time and they came to get the vehicle but it still ended up on my credit report with a repossession. I then tried to just dispute it through XXXX XXXX and I was denied but XXXX removed it from my credit report.",
5527,"I am submitting a complaint against Cash App ( Block , Inc. ) for inadequate customer service and unfair practices that breach the Consumer Financial Protection Act ( CFPA ). Specifically, Cash App failed to implement timely and effective measures to prevent and address fraud on their platform, leaving my account exposed and unprotected.

There have been multiple instances where money has inexplicably disappeared from my Cash App account. On several occasions, large sums of money either vanished or were sent to random Cash App tags without my authorization. These occurrences lead me to believe that my account was either hacked or that Cash App may have been responsible for these transactions on their end. 

Each time I attempted to reach out to customer service for assistance, I was unable to get help or even reach a live representative. As a result, I have lost significant amounts of money, including the funds tied to disputes I attempted to file. Due to the lack of proper customer support and the absence of live agents, I have been left without resolution and am now out substantial sums of money. 

Additionally, their dispute resolution process was both unfair and deceptive, as they failed to comply with the error resolution requirements outlined under the Electronic Fund Transfer Act ( EFTA ) and Regulation E. These failures have resulted in considerable inconvenience and financial loss, and I am seeking appropriate resolution for these violations.",
5531,"XXXX   XXXX  University has taken last year and this year state tax refund of  XXXX  and  XXXX  for paying amount of  $ 1,000.00+. B ecause I called them couple of years ago to let them know that I can pay them at least {$50.00} a month. But they brought me to collections in which I wrote them a letter explaining my situation. And then I did not hear from the collections people at all. And then I received a notice that my state refund went to  XXXX   XXXX  University. I did not receive any notice or letter from  XXXX   XXXX  University that they were going to take money from me!!   Also I was charged an extra fee for collections services!! That is why I have to pay over {$1000.00} for the amount!! I have spoken to  XXXX   XXXX  University about taking my {$600.00} refund this year and they sent me by ema il 5 lette rs that I did not receive. What happen to collections helping with paying the amount? How much do I still owe  XXXX   XXXX  University?",
5534,Cash app closed my account for no reason they have no contact number so I messaged them they told me it was in error they told me to open a new account when I do it wont let me they still have yet been able to help me this been since last XX/XX/scrub> 2024 I also see they have a law suit against them how do I apply for that?,
5538,When I received the first call I said not to call me at work. Then I continued to receive calls that would advise it is the Hudson valley and to push a button on the phone to connect with an operator. After I started to write down each time I received a call at my place of employment. It has been 6 months and they 're still doing the same.,
5543,"My account was frozen on XXXX XXXX. 
I was told that I need to submit my Photo ID and bank statement, in which I submitted. A few days later I received an email stating my account was frozen and I couldnt transfer my funds. 
My complaint is why ask for my personal information and then allow my account to still be frozen. 
I just want to transfer my funds to my account and then they can close or freeze the account. 
Now Im worried my information might get stolen and become a victim of identity theft because I my information wasnt used to unfreeze my account but to permanently freeze my money. 
I still have almost {$600.00} in my account that I desperately need.",
5546,"In accordance with The Fair Credit Reporting Act. This account : XXXX XXXX XXXX XXXX {$220.00} has violated my federally protected consumer rights to privacy and confidentiality under 15 USC 1681.

No Contracts Made with XXXX XXXX XXXX The Account attached to this dispute violates my rights.

15 USC 1681, section 602 A. States I have the right to privacy.

15 USC 1681, section 604 A section 2 : it also states, a consumer reporting agency can not furnace an account without my written instructions.

15 USC 1681c. ( a ) ( 5 ) section states ; no, consumer reporting agency may make any consumer report containing any of the following items of information any other adverse item of information, other than records of convictions of crimes, which antedates the report by more than seven years.

15 USC 1681 s ( A ) ( 1 ) a person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or a has reasonable cause to believe that the information is in accurate.

( Inaccurate Address )",
5553,"I purchased a use vehicle using a company I grew to learn as santander consumer. 
I was making my payment to fine for over XXXX yrs then times have changed. XXXX $ a month payments. 18 % interest. At this point I asked to refinance which they dont offer. 
I try refinancing through other companies but they car is worth half of what is owed. 
I was still attempting the payments any ways possible im stuck in this horrible loan with no way out! 
Fast forward to nowish and the cars motor is about to blow due to oil usage with only XXXX miles and im still attempting to pay this loan. 
It has now been repossessed. 
I was never explained or told anything about gap coverage... I was also sold XXXX warranties on the vehicle that never did anything which I paid thousands for.... 
Santander consumer has got to be the worst loan company not to even mention the fees charged to pay your loan...",
5554,"I, XXXX XXXX, as a federally protected consumer and per the Fair Credit Reporting Act ( 15 USC 1681 ) I am now opting out of any and all authorizations that I may have given you written, unwritten, oral, verbal or nonverbal per U.S.C 6802 effective immediately and indefinitely. TD BANK USA/TARGETCRED XXXX",
5557,"I mailed have called XXXX, XXXX, and Equifax numerous times about incorrect information on my report and they continue to blow me off! They are reporting false and inaccurate information and they've failed to fix the situation or hold an investigation. It is now XXXX and they have yet to respond my letter from XXXX! This is completely unfair to me as a consumer that they continue to take advantage of me and stop me from obtaining credit which is my right. Please help because they will not listen to me.",
5560,"I deposited a legitimate check for {$830.00} into my account at JPMorgan Chase Bank, N.A. The check has already cleared from the issuing bank. Shortly after, the bank closed my account due to a XXXX check policy. My remaining balance has now been held for over XXXX days and I have not been provided a written explanation, timeline, or disposition of funds. I have repeatedly attempted to contact the bank and requested escalation, but representatives either provide conflicting information or disconnect the call.",
5564,"On or about XX/XX/2021, I applied for a secured Discover Card. I was approved immediately and the {$1000.00} security deposit was ELECTRONICALLY withdrawn from my account on XX/XX/XXXX. After I then obtained the necessary financing from another source, I canceled the account weeks ago and requested immediate return of the security deposit. Discover has been promising to return the security deposit and even is supposed to send me {$75.00} in compensation for the poor service. While I will accept the {$75.00}, what I really want is my security deposit back NOW! I was told on or about XX/XX/XXXX that the money was probably already in my account. It was not there on XX/XX/XXXX, so I contacted Discover and was told that it would be MAILED ( NOT DEPOSITED ELECTRONICALLY ). The delays in refunding my deposit have been unreasonable and unacceptable. I should have had my deposit back with an hour or day of my canceling the account. Discover has abused me, an elderly man who will be XXXX in two years. This treatment is unacceptable for anyone, let alone the elderly. Discover has had my {$1000.00} deposit since XX/XX/XXXX. They were notified of the cancellation of the Discover Card card before it even arrived. PLEASE INTERVENE and get return of the {$1000.00} security deposit ELECTRONICALLY into my account IMMEDIATELY!",
5565,"I am requesting that my complaint be reopened or reviewed again in connection with my previous case, Case # XXXX. The response provided by Chime does not accurately address my complaint. Their determination was based on the transactions being authorized, but that is not what I disputed. I did authorize the payments ; however, I did so under false pretenses as part of a scam. I was misled into sending money for what I believed was a legitimate job opportunity. Once I realized the situation was fraudulent, I immediately asked the individual to return my funds and informed them I was no longer interested. They then ended communication. As soon as I became aware of the scam, I took immediate action to protect myself by locking my account and reporting the incident. My complaint is about being a victim of fraud and deception, not unauthorized access. I am requesting that this be properly reviewed as a scam/fraud case rather than denied solely on the basis that the transactions were authorized. I also want to clarify that I previously responded to the closed claim to explain this, but it appears my explanation was not properly considered. I ask that Chime and the CFPB reconsider this matter with the correct understanding of the situation and provide a resolution consistent with consumer protection standards for fraud cases. Thank you for your time and reconsideration.",
5574,"XXXX XX/XX/2020 - XXXX XXXX XXXX NMLS # XXXX ) of XXXX XXXX XXXX  informed me my credit score wasnt good enough for a VA XXXX XXXX. Stated I would have to pay 3 points / ~ {$17000.00} to obtain a 3.875 % XXXX XX/XX/2020 - XXXX XXXX ( NMLS # XXXX ) of Amerisave Mortgage Corp quote a refi rate of 3.625 % with {$2000.00} lender costs plus title and appraisal fees. When informed I was aware VA XXXX did not require appraisal he stated my credit was not good enough. When questioned credit requirement he abruptly ended the conversation. 

I owe {$510000.00} on a house that appraised at {$590000.00} 6 months ago when I bought it. I have installed a {$60000.00} pool and am confident the prosperity value is north of {$600000.00} based on local comparables. 

Why cant this Veteran with a service connected XXXX get a VA XXXX????",
5579,"Equifax has mixed up my information with my sisters who lives in  XXXX   XXXX . I 'm a client at  XXXX   XXXX  #  XXXX , they have worked with equifax to correct the problem. My sisters name is  XXXX   XXXX , she was married with the name of  XXXX . My name is  XXXX   XXXX , that is my maiden name, I have never been married and I have never lived in  XXXX . I have always been a   XXXX   resident. Although I faxed equifax my birth certificate and social security number and state license, the current address on my report is a  XXXX  address which I informed them was not mine but my sisters. They refused to correct this and have allocated my information to my sisters file. Her house, car, loans, children 's car loans were put on my file even though she has a different ss number and dob. All of my legal documents and business accounts are in my legal name which is  XXXX   XXXX  I 've been dealing with this for over 6 months, and could not apply for a mortgage as this information is incorrectly reported by equifax. Please help me I 'm not rich enough for further lawyers and fees.",
5583,"As of XX/XX/year>. Cash app support states account is locked for identity verification / protection. Stated issue would be resolved with in 24-48 hours. Still has not been resolved. My account is locked/ frozen with my funds not being accessible, nor has any of my bill payments been able to get payed. Need access to funds in account asap",
5590,"I would like the assistance of CFPB in contacting Citibank Item 1 : I have been charged credit protector fees for several of my credit card accts. I have only received credit for those which I have brought to the attention of CFPB. I have never received credit for my account am I referencing on this complaint. 
Item 2 In 2015 I paid Citibank on account {$9500.00}, I only had charges totaling {$1400.00} see attached information is taken directly from Citibank st my statement. They gave me a credit but kept my overpayment. I am asking for an immediate explanation. I have called XXXX XXXX several times. She does not answer the phone. She sent a bunch of old statements but my overpayment and some of my credit protector refunds are st still pending. They only gave me credit for accounts I requested. They did not give me credits for all accounts in my name. 
I hope that they read what I have written and reach a conclusion. 
Citibank has partially cooperated since CFPB has gotten involved with my account.",
5596,"While my student loans were discharged through the PSLF program, my payment count was not correct and has not been corrected in the last year that I've been asking for help. I had an additional 22+ payments ( roughly $ XXXX {$14000.00} worth ) that were never applied. I have made dozens of calls to MOHELA and the Dept. of Ed. to try to get help and resolve the issue. I have filed complaints, reconsideration forms, talked to dozens of customer service reps, and have seen no resolution. 
XXXX was my original servicer. Apparently I reached XXXX qualifying payments in XX/XX/2021, during the time XXXX was my servicer, and prior to being transferred to MOHELA. I'm not sure if that is where the problem lays, but these three agencies don't seem to be able to work together to resolve this issue!",
5601,"My account was closed based on fraudulent activity I didnt know that I was been scammed threw XXXX the amount was in minimum dollars and not in higher dollar amounts I didnt do that purposely to my account to closed how would I know that I was been scammed by scammer. 
I try to talk to Huntington Beach manager and explain the situation but they denied to listen and refused listen to me solve the issue",
5604,"I was rushed into agreeing to an installment plan without the knowledge of the contract. I have not received any treatments or paid anything to the company yet. The company is refusing the closure of the plan. I was harassed by sales representatives online and only wanted a price quote but was hurried into the installment. This happened on XX/XX/, I am filing this report on XX/XX/.",
5605,"On XX/XX/year>, XXXX XXXX  : XXXX PAY TO THE ORDER OF BANK OF AMERICA in the amount {$81000.00}. Account number XXXX. And I further obtain A certified letter from the XXXX XXXX verifying that there is no lien on my property and/or my estate name, ref # XXXX. XXXX Bank of America, XXXX, XXXX, XXXX are making false and misleading reporting and they stole my identity sharing it with third party agencies without my consent. 
XXXX XXXX XXXX making false and misleading reporting on my credit report under account number XXXX. I have proof there is no lien under my estate name. 
here is a fax confirmation Registered Mail number XXXX XXXX XXXX XXXX XXXX for private Bank irrevocable letter of credit in the amount of {$81000.00}. Payable to Bank of America on XX/XX/year> 2024",
5608,"I broke my lease with XXXX in XX/XX/2021 due to security circumstances. I had to pay a debt to break my lease. I have been having communication issues with them due to their negligence on correcting my online account to pay my bill online. I paid the first portion by money order in person ( this was a 30 minute commute for me ) after I addressed them that if they don't fix this I will have it reported, they finally fixed my online account so I was able to pay the final portion of my bill in XX/XX/2021. However, I was still receiving emails from their parent company. I informed them by email again that I paid my bill and if these emails continue I will report them, so they stopped. However, when I checked my mail today ( XX/XX/2021 ), they apparently sent my "" balance '' to a collections company. This is false because I have emails, screenshots, and even I can show you a screenshot that this money was withdrawn from my account to XXXX. They have the money. I don't know what they did with it but considering I did my part, it is not fair that they are demanding money that I don't owe them. After many attempts to warn them of this abusive behavior, I'm now forwarding this as a complaint. I also would like to add that this rental property has a reputation in XXXX of taking advantage of people in the poverty line. They would do all they can to take your money and now I can show my story, because they are trying to do this me, even though I paid my bill.",
5612,"I am disputing Chase Bank 's denial of claims totaling {$770.00} ( {$270.00} via XXXX and {$500.00} via XXXX XXXX ). Chase denied the claims stating I 'authorized ' them. However, these were Induced Transactions obtained through False Pretenses and active XXXX XXXX.",
5615,"A check from a water company in Illinois payable to a leasing company in Minnesota for {$2300.00} cleared the checking account I hold jointly with my husband. Fifth Third took this money from our account instead of the water companys account. The bank stole our money from our joint checking. 

The check that cleared has nothing to do with us or our account. The companies involved have nothing to do with us. The account number of the check and our account arent even close. 

This happened on XX/XX/XXXX, I called the bank on the XXXX. Took almost 2 hours back and forth between the dispute department and customer service to finally get a claim number. I was told it would take a couple of days to fix. Not fixed this morning on day 2 so I called again. 

Apparently the case was denied and closed!! 

Meanwhile this whole time my account is overdrawn and getting overdraft fees. They took the overdraft fee off today and submitted a new claim. Said it would take at least 3 business days to hear anything. That is 5 more days because it is now Thursday.

So I may hear back, and it may be fixed, next Monday - 11 days after they first fraudulently took money from our account - I am not holding my breath. 

I would like the money to be returned to our account immediately.",
5619,"I paid off my capital one credit card XXXX and it has been inactive since, I have charged {$0.00} to the card since payoff. The company assessed an annual membership fee of {$39.00} and I was charged +200 % in fees with negative credit reporting threats.",
5621,"I sent a letter onto remove items that is UNKNOWN to me. I came across this law today and according to the Per FCRA 605B ( 15 U.S.C. 1681c-2 ) you are required to remove/block any items or information not later than XXXX XXXX XXXX Ive already included this in my previous Complaint & I am including it again., XXXX XXXX XXXX  Balance : {$2400.00} XXXX XXXX XXXX XXXX  Balance : {$3100.00} XXXX XXXX XXXX Balance : {$13000.00} XXXX XXXX XXXX Balance : {$0.00} XXXX XXXX XXXX Balance : {$0.00} XXXX XXXX XXXX Balance : {$6600.00}",
5636,"MOHELA - Cash Loan : I am a cosigner. My daughter made a payment at 22 days past the due date on XXXX/XXXX/2016 via phone. I received a call at XXXX Central time today from MOHELA attempting to collect this debt. They did acknowledge that the payment was made on XXXX XXXX and that they could "" see the payment in their system ''. However, they could not "" verify '' that the payment was made which resulted in the phone call. I asked that they log my concerns regarding this call as a complaint. Loan was for my Daughters education at XXXX XXXX University , XXXX XXXX MO.",
5640,"I am writing because MOHELA is having significant issues in handling my XXXX XXXX XXXX XXXX. 

My Award message was sent to MOHELA XX/XX/23 - after XXXX days, the request was cancelled because that is XXXX ' policy. MOHELA did not process the request to make the payment. And now, MOHELA will not explain why they did not open or process this information. 

I called in XXXX to verify the correct address to send the XXXX information. The XXXX hotline told me that all loan service providers should have an XXXX Admin who knows how to process these kinds of unique circumstances. MOHELA has denied the existence of one and refused to give out any contact information for an individual person to contact with this. They did give me an address, which I conveyed to XXXX, and that's where it was sent. 

Now that MOHELA is being asked to say why they didn't process things in XXXX  days, they still will not provide an email to a person for XXXX to work with. A person has to submit a letter stating why it wasn't processed in order to reissue the payment. In the meantime, my Award has now expired- which means that if MOHELA does not explain why they didn't do their jobs, I will lose my entire Education Award for my XXXX XXXX XXXX XXXX XXXXXXXX. 

I have called MOHELA repeatedly, even had a three-way call with XXXX  and MOHELA, and have routinely be ghosted by being sent to a 'supervisor 's line ' and then I either have the phone ring indefinitely or I am told someone will call me back, but that has only happened once. Their processes and wait times are ridiculous and they are showing ineptitude at every turn regarding servicing loans for the Department of Education.

MOHELA also said they would conduct an investigation, stating XXXX business days to complete it. This was on XX/XX/23 and they have not completed the investigation yet nor have they said why they haven't completed it. I was just told that it 'was n't finished yet. '",
5648,"In XXXX, I called my loan servicer, Edfinancial to request a refund for payments I made during the national emergency student loan payment pause, totaling {$1400.00}. Edfinancial would not give a timeline for processing of the refund, but said they would submit it to the Department of Education. I later noticed my loan balance had been increased by {$570.00}. I have not received any form of reimbursement, and my loan records show no indications of a pending refund. On XX/XX/2022, I called Edfinancial to inquire about the discrepancy in the adjusted balance. I was told that a request had been sent to the Department of Education for {$570.00}. Upon review, the agent at Edfinancial saw the mistake and said they would correct the refund request to reflect the correct amount as {$1400.00}. I clarified with the agent that they would not be requesting {$1400.00} and was assured that only the difference would be requested. On XX/XX/2022, my balance had once again increased, but by {$1400.00} on top of the initial {$570.00}. Calling on XX/XX/2022, Edfinancial has not been able to correct the situation. 

Edfinancial 's error is artificially inflating my debt, doing tangible harm negatively impacting my credit report. I'm additionally concerned that the {$570.00} increase does not reflect the actual refund of a loan, and Edfinancial has been unable to tell me how this increase is divided amongst my loans, which have varying interest rates.",
5652,"So basically XXXX XX/XX/XXXX at around XXXX am, I attempt to withdraw XXXX dollars from cashapp at an ATM inside of a drugstore. And oddly enough the ATM says i have insufficient funds, so i try and open up cash app on my phone, but its randomly deleted. So i redownload the app and my balance is at {$00.00}, i check my transactions and it says at XXXX XXXX a payment of {$150.00} dollars was made to a account named XXXX XXXX XXXX I contacted them several times trying to resolve the issue and was told a dispute has been issued, But then was told the very next day ( today ) that this dispute has been denied. I've contacted cashapp support several times requesting an explanation but always am told I will receive an email containing documentation but never receive anything. I am pretty much being told everything at this point that doesn't reguard why my dispute has been denied. Cashapp has failed me miserably .please help",
5653,"I dont know what this exactly is. I tried to open an account and got report from XXXX and Bank of America Missouri came up with an account that was reported for suspected fraud on XX/XX/XXXX. It further states that all amounts have been paid in full and closed on XX/XX/XXXX. I have not been in Missouri for almost 10 years. My Ex Wife lives there and dont know if she tried to open something. 

Bank of America Missouri XXXX. XXXX XXXX XXXX XXXX, MO XXXX RTN : XXXX Acct : ending XXXX Amount {$3400.00} Closure Status : Paid in Full I have never had any accounts with Bank of America during this time nor was I living in Missouri and am currently dealing with someone stealing my identity in XX/XX/XXXX. I have other accounts that were opened and was incarcerated in XX/XX/XXXX until XX/XX/XXXX. 
How can I have this removed so I can open a checking account? 
There is not any number to call or anything regarding this. Please Advise Thanks",
5660,"Randomly around XX/XX/XXXX or XXXX, my Klarna Debit card would not allow me to withdraw funds transfer funds or even use the card on my phone anywhere I would try to use it at. it sent me a page that said I needed to verify my identity using my passport ID or drivers license and upload a selfie. I did this so many times I cant even count and it still said they can not verify my identity and it said it helps if I update my profile information so as XXXX that was, I had no idea what it meant so I called customer service. I tried with customer service for about a few days and did every possible thing. They asked me to do such as make sure my address on my ID card matches my XXXX XXXX credit report and matches my account. and I tried to send to a bank account. I tried to cancel the card, and I even was given permission that the people who had the authority to just approve my account anyway even if you could not verify my would do that but it never happened. They keep giving me different time. Frames of XXXX will be solved and I really need that money because it is affecting my library in my ability to pay for a place to live and eat and simply just live my life. The last time I spoke with him was today, XX/XX/XXXX and they said I have to wait XXXX hours for my credit report to update. I even file a dispute with XXXX XXXX and talk to them through chat, but still nothing has changed.",
5664,"Greetings, My name is XXXX XXXX, I am currently writing a complaint regarding the credit reporting agencies reporting inaccurately. XXXX XXXX Transunion and all other consumer reporting agencies. Please see attachments. 

Please remove all addresses that are not my main residence. XXXX XXXX XXXX XXXXXXXX XXXX XXXX Also, remove all misspellings of my name. It is XXXX XXXX XXXX, not All these names listed on the report. Attached is my Drivers license as well. Id greatly appreciate these efforts to be executed within ten days, as its been over a month since Ive sent the letters via certified mail. 

Also please honor all on time payments, As Any credit reporting regardless of on time payments is still a violation of privacy. Privacy Act of 1974 prohibits. Monetary relief is requested upon this claim for all CCTs reported. including the reporting of XXXX XXXX bankruptcy XX/XX/XXXX and XXXX XXXX bankruptcy XX/XX/XXXX, continues to report. Ive Never given any written or authorization to report. This is heavily in my way of utilizing the full faith and credit the United States backs me with. 

Refer to : 15 U.S. Code 1681a - Definitions ; rules of construction 2. EXCLUSIONS.Except as provided in paragraph ( 3 ), the term "" consumer report '' does not include ( A ) subject to section 1681s-3 of this title, any ( i ) report containing information solely as to transactions or experiences between the consumer and the person making the report ;",
